GaugeID,Warning Level,Danger Level,Station,Latitude,Longitude,River Name/ Tributory/ SubTributory,Basin,State,Start_date,End_date,Level_Entries,Streamflow_Entries,Privacy,Source Catchment Area,Catchment Area,Area variation (%),Reliability
INDOFLOODS-gauge-678,535.64,537.16,Kurundwad,16.6836,74.6031,Krishna,Krishna,Maharashtra,01-05-1972,27-05-2020,17315,17105,Open,15190,14981.12305,1.375095128,Safe
INDOFLOODS-gauge-724,83,84,Gunupur,19.0833,83.8056,Vamsadhara,East flowing rivers between Mahanadi and Pennar,Odisha,15-06-1989,27-05-2020,8749,8310,Open,6740,6867.414063,1.890416365,Safe
INDOFLOODS-gauge-759,22,23,Jenapur,20.8897,86.0142,Brahmani, Brahmni - Baitarni,Odisha,01-01-1990,27-05-2020,11059,10623,Open,33955,35632.47656,4.940293212,Safe
INDOFLOODS-gauge-879,367.21,368.21,Avarankuppam,12.6842,78.5394,Palar,East flowing rivers between Pennar Kanyakumari,Tamil Nadu,07-06-1978,27-05-2020,7330,14054,Open,3300,3174.086914,3.815548061,Safe
INDOFLOODS-gauge-526,322,323,Barmanghat,23.0308,79.0156,Narmada,Narmada,Madhya Pradesh,20-11-1971,27-05-2020,16994,16711,Open,26453,25984.77539,1.77002461,Safe
INDOFLOODS-gauge-640,504,505,Dhond,18.4739,74.5764,Krishna/Bhima,Krishna,Maharashtra,01-12-1967,20-08-2019,14665,14434,Open,11660,11295.41992,3.126758834,Safe
INDOFLOODS-gauge-681,541.95,543.15,Samdoli (seasonal),16.855,74.4967,Krishna/Varna,Krishna,Maharashtra,01-12-1964,27-05-2020,16662,18193,Open,1948,1949.87561,0.096283881,Safe
INDOFLOODS-gauge-1003,293,294,haridwar,29.98,78.19,Ganga,Ganga,Uttarakhand,01-01-2001,09-10-2010,3207,0,Restricted,,23006.56055,,Caution
INDOFLOODS-gauge-589,539.2,540.7,Arjunwad (seasonal),16.7808,74.6333,Krishna,Krishna,Maharashtra,01-01-1969,27-05-2020,17213,17095,Open,12660,12321.25586,2.675704107,Safe
INDOFLOODS-gauge-412,12.64,13.64,Kalampur,9.9906,76.6322,Muvattupuzha/,West Flowing Rivers From Tadri to Kanyakumari,Kerala,23-06-1986,27-05-2020,12021,11623,Open,405,365.4744263,9.759400914,Safe
INDOFLOODS-gauge-428,6.16,7.16,Kidangoor,9.6756,76.6056,Meenachil,West Flowing Rivers From Tadri to Kanyakumari,Kerala,02-07-1985,07-12-2019,12370,12114,Open,615,606.7544556,1.340738927,Safe
INDOFLOODS-gauge-370,77.87,78.87,Pulikukku,14.03,75.29,Kumaradhara,West flowing rivers from Tadri to Kanyakumari,Karnataka,08-01-2018,27-05-2020,330,0,Open,,24.7110157,,Caution
INDOFLOODS-gauge-1085,11.8,12.8,Harinkhola,22.8381,87.9031,Bhagirathi/Damodar/ Mundeswari,Ganga - Brahmaputra -Meghna/Barak,West Bengal,19-06-2012,30-10-2020,919,0,Open,21310,21904.48242,2.789687565,Safe
INDOFLOODS-gauge-781,197,198,Baranwada,26,76.6667,Ganga/Yamuna/ Chambal/Banas,Ganga - Brahmaputra - Meghna/Barak,Rajasthan,01-01-1960,31-05-2011,17839,18748,Restricted,50524,46813.76563,7.343508768,Safe
INDOFLOODS-gauge-208,101,102,Nanipalsan,20.2028,73.2811,Damanganga,West flowing rivers from  Tapi to Tadri,Gujarat,01-10-1983,20-08-2019,10628,10263,Open,764,757.8242188,0.808348325,Safe
INDOFLOODS-gauge-846,306.5,307,Nellithurai,11.2878,76.8911,Cauvery/Bhavani,Cauvery,Tamil Nadu,01-06-1979,27-05-2020,14366,13606,Open,1475,1458.460205,1.121342034,Safe
INDOFLOODS-gauge-308,122.5,123.5,Jamshedpur,22.8156,86.2161,Subarnarekha,Subarnarekha,Jharkhand,01-02-1972,27-05-2020,17033,16594,Open,12649,12608.52539,0.319982686,Safe
INDOFLOODS-gauge-438,6,7,Malakkara,9.3325,76.6631,Pampa,West Flowing Rivers From Tadri to Kanyakumari,Kerala,19-06-1985,27-05-2020,12358,12042,Open,1713,1625.302246,5.119541973,Safe
INDOFLOODS-gauge-1086,116.3,116.9,Hasimara,26.7292,89.3236,Brahmaputra/ Torsa,Ganga - Brahmaputra -Meghna/Barak,West Bengal,01-06-2010,31-10-2020,1289,0,Open,3920,3892.973877,0.689441913,Safe
INDOFLOODS-gauge-388,492.25,492.25,Narayanpur dam,16.1833,76.1833,Krishna,Krishna,Karnataka,16-12-2016,27-05-2020,837,13,Open,47850,45441.38281,5.033682738,Safe
INDOFLOODS-gauge-830,125.5,126.5,Kodumudi,11.0811,77.8903,Cauvery,Cauvery,Tamil Nadu,21-06-1971,27-05-2020,17569,17218,Open,53233,52116.33594,2.097691394,Safe
INDOFLOODS-gauge-861,39.6,40.5,Paramakudi,9.5531,78.5861,Vaigai,East flowing rivers between Pennar Kanyakumari,Tamil Nadu,03-11-1971,27-05-2020,2845,16659,Open,6796,5893.132813,13.2852735,Safe
INDOFLOODS-gauge-512,453,454,Mahidpur,23.4806,75.6364,Ganga/Yamuna/ Chambal/Shipra,Ganga - Brahmaputra - Meghna/Barak,Madhya Pradesh,01-01-1976,31-05-2011,8629,12935,Restricted,4430,4430.448242,0.01011833,Safe
INDOFLOODS-gauge-196,30.48,31.09,Garudeshwar,21.885,73.6544,Narmada,Narmada,Gujarat,22-03-1972,23-04-2020,16207,16875,Open,87892,86862.54688,1.171270559,Safe
INDOFLOODS-gauge-1056,13.1,14.32,Katwa,23.65,88.14,Bhagirathi-II (WB)*,Ganga,West Bengal,14-07-2010,31-10-2013,472,0,Open,15350,19162.85352,24.83943661,Safe
INDOFLOODS-gauge-727,48.32,49.16,Jamsholaghat,22.2197,86.7167,Subarnarekha,Subarnarekha,Odisha,17-06-2004,27-05-2020,1923,1255,Open,16000,15817.27246,1.142047125,Safe
INDOFLOODS-gauge-431,15.6,16.6,Pulamanthole,10.8992,76.1972,Bharathapuzha/Pulanthodu,West Flowing Rivers From Tadri to Kanyakumari,Kerala,17-02-1986,27-05-2020,12148,11922,Open,940,915.2797852,2.629810085,Safe
INDOFLOODS-gauge-603,426.5,427.5,Wadakbal,17.5342,75.885,Krishna/ Bhima/Sina,Krishna,Maharashtra,01-06-1965,27-05-2020,14848,19603,Open,12092,11938.87891,1.266300777,Safe
INDOFLOODS-gauge-363,397,398,Malkhed,17.2031,77.1572,Krishna/Bhima/Ka gna,Krishna,Karnataka,15-08-1990,20-08-2019,10206,10416,Open,7650,8276.728516,8.192529621,Safe
INDOFLOODS-gauge-300,248.8,249.5,karnal,29.6956,77.1428,Ganga/Yamuna,Ganga - Brahmaputra - Meghna/Barak,Haryana,01-06-1975,29-02-2012,11193,11158,Restricted,13578,13419.17383,1.169731698,Safe
INDOFLOODS-gauge-959,98.36,99.36,dalmau,26.0583,81.0208,Ganga,Ganga - Brahmaputra - Meghna,Uttar Pradesh,01-01-1995,16-04-2006,3270,0,Restricted,91076,90245.42969,0.911952995,Safe
INDOFLOODS-gauge-346,14.85,18,Avershe,13.5214,74.88,Sita,West flowing rivers from Tadri to Kanyakumari,Karnataka,25-06-2002,27-05-2020,6034,5833,Open,253,287.3398438,13.57306079,Safe
INDOFLOODS-gauge-324,566.5,567.5,Shimoga,13.9269,75.585,Krishna/Tungabhadra,Krishna,Karnataka,22-01-1972,27-05-2020,16912,16402,Open,2831,2832.652344,0.05836609,Safe
INDOFLOODS-gauge-872,82.115,83.115,Musiri,10.9433,78.435,Cauvery,Cauvery,Tamil Nadu,02-06-1972,27-05-2020,15981,15841,Open,66243,69242.58594,4.528155337,Safe
INDOFLOODS-gauge-979,107,108,Kalpi,26.2,79.7,Ganga/Yamuna,Ganga - Brahmaputra - Meghna/Barak,Uttar Pradesh,01-01-1982,31-05-2011,10741,10743,Restricted,264251,244092.5469,7.628524812,Safe
INDOFLOODS-gauge-642,458.403,459.033,Narsingpur,17.9722,75.1392,Krishna/Bhima,Krishna,Maharashtra,01-12-1966,20-08-2019,18376,19046,Open,22856,22102.80469,3.295394251,Safe
INDOFLOODS-gauge-884,163,164,Urachikottai,11.4778,77.7,Cauvery,Cauvery,Tamil Nadu,01-06-1979,27-05-2020,14604,14000,Open,44100,44228.08203,0.290435442,Safe
INDOFLOODS-gauge-682,474.128,475.128,Sarati,17.9114,75.0075,Krishna/Bhima/ Nira,Krishna,Maharashtra,01-06-1965,20-08-2019,14289,17466,Open,7200,6681.524902,7.201043028,Safe
INDOFLOODS-gauge-123,108.67,109.67,Tribeni,27.4417,83.9167,Ganga/Gandak,Ganga - Brahmaputra - Meghna/Barak,Bihar,01-01-1970,31-12-2010,14975,14882,Restricted,37845,36112.94922,4.576696472,Safe
INDOFLOODS-gauge-916,523.6,523.6,Singur dam,17.75,77.9283,Godavari/Manjira,Godavari,Telangana,31-05-2018,27-05-2020,587,0,Open,16097,15865.90039,1.43566882,Safe
INDOFLOODS-gauge-420,9,10,Neeleeswaram,10.1833,76.5,Periyar,West Flowing Rivers From Tadri to Kanyakumari,Kerala,16-03-1971,20-08-2019,17571,17377,Open,4234,4063.001709,4.038693694,Safe
INDOFLOODS-gauge-654,562.8,565.2,Warunji,17.2722,74.165,Krishna/Koyna,Krishna,Maharashtra,01-01-1966,27-05-2020,19414,19210,Open,1890,1853.016968,1.95677418,Safe
INDOFLOODS-gauge-318,6.5,8,Haladi,13.5811,74.8536,Haladi,West flowing rivers from Tadri to Kanyakumari,Karnataka,30-12-1985,27-05-2020,12249,12086,Open,583,551.1911621,5.456061389,Safe
INDOFLOODS-gauge-968,112,113,Auraiya,26.4272,79.4181,Ganga/Yamuna,Ganga - Brahmaputra - Meghna/Barak,Uttar Pradesh,21-02-1976,31-05-2011,12623,12883,Restricted,261331,241018.4531,7.772727652,Safe
INDOFLOODS-gauge-967,121.66,122.66,Mohna,25.8071,79.4085,Ganga/Yamuna /Betwa,Ganga - Brahmaputra - Meghna/Barak,Uttar Pradesh,21-03-1984,31-05-2011,9841,9841,Restricted,41054,39285,4.308958932,Safe
INDOFLOODS-gauge-511,478.5,479.5,Dhareri,23.1333,75.5147,Ganga/Yamuna/ Chambal,Ganga - Brahmaputra - Meghna/Barak,Madhya Pradesh,01-01-1976,31-05-2011,11284,12935,Restricted,1680,1667.049438,0.770866786,Safe
INDOFLOODS-gauge-731,9.45,10.36,Rajghat,21.7678,87.1642,Subarnarekha,Subarnarekha,Odisha,01-01-2017,27-05-2020,959,762,Open,18260,18438.29688,0.976434173,Safe
INDOFLOODS-gauge-423,6,8.5,Ayilam,8.715,76.85,Vamanapuram,West Flowing Rivers From Tadri to Kanyakumari,Kerala,01-12-1978,27-05-2020,14630,14349,Open,540,541.2938232,0.239596889,Safe
INDOFLOODS-gauge-817,308,309,aklera.,24.4297,76.6039,Ganga/Yamuna/ Chambal/ Kalisindh/Parwan,Ganga - Brahmaputra - Meghna/Barak,Rajasthan,01-06-1975,31-05-2011,8138,13056,Restricted,6050,6076.570313,0.439178727,Safe
INDOFLOODS-gauge-1076,16.92,17.22,Berhampore,24.0911,88.2431,Bhagirathi,Ganga - Brahmaputra -Meghna/Barak,West Bengal,18-06-2010,31-10-2013,441,0,Open,3370,3404.282715,1.017291246,Safe
INDOFLOODS-gauge-403,5.95,6.95,Kuttyadi,11.625,75.7844,Kuttyadi,West Flowing Rivers From Tadri to Kanyakumari,Kerala,13-03-2000,27-05-2020,7094,6815,Open,238,249.5108185,4.836478361,Safe
INDOFLOODS-gauge-1095,38.42,39.42,Gheropara        ,23.6167,87.7008,Bhagirathi/Ajoy,Ganga - Brahmaputra -Meghna/Barak,West Bengal,03-06-2010,31-10-2020,1176,0,Open,5969,4486.435547,24.83773585,Safe
INDOFLOODS-gauge-646,8,9,Nagothane,18.5192,73.1564,Amba,West flowing rivers from Tapi of Tadri,Maharashtra,01-05-2016,27-05-2020,870,734,Open,420,436.1244507,3.839154929,Safe
INDOFLOODS-gauge-1018,65.45,65.95,Mekhliganj,26.3325,88.8636,Brahmaputra/ Teesta,Ganga - Brahmaputra -Meghna/Barak,West Bengal,18-07-2016,31-10-2020,562,0,Open,10205,9908.03418,2.910003136,Safe
INDOFLOODS-gauge-391,359.503,360.503,Yadgir,16.7375,77.1253,Krishna/Bhima,Krishna,Karnataka,01-06-1965,27-05-2020,19383,19626,Open,69863,69118.5,1.065657072,Safe
INDOFLOODS-gauge-635,490.9,493.68,Kopergaon,19.8783,74.4819,Godavari,Godavari,Maharashtra,01-06-2014,27-05-2020,1508,945,Open,6840,6916.848633,1.123518026,Safe
INDOFLOODS-gauge-789,164,165,Manderial,26.2725,77.2753,Ganga/Yamuna/ Chambal,Ganga - Brahmaputra - Meghna/Barak,Rajasthan,01-12-1982,31-05-2011,10401,10409,Restricted,136250,131439.9063,3.530344,Safe
INDOFLOODS-gauge-952,114.5,115.5,bani,26.6517,80.7942,Ganga/Gomti/Sai,Ganga - Brahmaputra - Meghna,Uttar Pradesh,16-06-1992,31-05-2011,4569,0,Restricted,3105,3039.713379,2.102628696,Safe
INDOFLOODS-gauge-1013,47.7,48.2,Mathabhanga ,26.3253,89.2356,Brahmaputra/ Jaldhaka,Ganga - Brahmaputra -Meghna/Barak,West Bengal,01-06-2013,31-10-2020,1054,0,Open,3039,3542.106445,16.55499984,Safe
INDOFLOODS-gauge-890,4.5,6,Ashramam,8.16,77.4575,Pazhayar,West Flowing Rivers From Tadri to Kanyakumari,Tamil Nadu,21-09-1999,27-05-2020,6888,6643,Open,258,294.0782166,13.98380488,Safe
INDOFLOODS-gauge-395,537.8,538.8,Sadalga (seasonal),16.5639,74.5275,Krishna/ Dudhganga,Krishna,Karnataka,01-06-1969,27-05-2020,13727,15634,Open,2322,2236.875732,3.665989147,Safe
INDOFLOODS-gauge-338,334.511,335.511,Deosugur,16.3822,77.3572,Krishna,Krishna,Karnataka,01-06-1965,27-05-2020,5428,4733,Open,129500,124893.2734,3.557317838,Safe
INDOFLOODS-gauge-1004,772,773,karanprayag,30.2556,79.2211,Ganga/Alaknanda/ Pinder,Ganga - Brahmaputra - Meghna,Uttarakhand,01-01-1977,31-12-2011,12775,12775,Restricted,1905,1881.723267,1.221875748,Safe
INDOFLOODS-gauge-414,12,13,Karathodu,11.0569,76.0394,Kadalundi,West Flowing Rivers From Tadri to Kanyakumari,Kerala,20-06-1986,27-05-2020,11644,11440,Open,750,757.4697876,0.99597168,Safe
INDOFLOODS-gauge-998,535,536,shrinagar,30.2258,78.7756,Ganga/Alaknanda,Ganga - Brahmaputra - Meghna,Uttarakhand,01-01-1976,29-01-2011,11182,0,Restricted,10627,10580.75977,0.43512026,Safe
INDOFLOODS-gauge-97,856.66,858.16,Kunturla,18.2,82.65,Machkund,Godavari,Andhra Pradesh,01-01-2018,19-08-2019,459,202,Open,713,715.0139771,0.282465231,Safe
INDOFLOODS-gauge-481,201,202,Khatoli,25.6833,76.4833,Ganga/Yamuna/,Ganga - Brahmaputra - Meghna/Barak,Madhya Pradesh,01-06-1971,31-05-2006,6208,6209,Restricted,15148,14985.61719,1.071975244,Safe
INDOFLOODS-gauge-1100,13.1,14.32,Katwa,23.65,88.14,Bhagirathi-II (WB)*,Ganga,West Bengal,01-06-2010,31-10-2020,1150,0,Open,15350,19162.85352,24.83943661,Safe
INDOFLOODS-gauge-1006,1382,1383,joshimath,30.5669,79.5525,Ganga/Alaknanda,Ganga - Brahmaputra - Meghna,Uttarakhand,01-05-1971,31-12-2011,14814,14806,Restricted,4595,4574.710938,0.441546507,Safe
INDOFLOODS-gauge-956,108.5,109.5,lucknow,26.8611,80.9464,Ganga/Gomti,Ganga - Brahmaputra - Meghna,Uttar Pradesh,01-09-1969,31-12-2011,13666,13665,Restricted,10503,9266.955078,11.76849397,Safe
INDOFLOODS-gauge-836,19.5,20.5,Murappanadu,8.7144,77.835,Tambraparni,East flowing rivers between Pennar Kanyakumari,Tamil Nadu,23-11-1977,27-05-2020,15087,14827,Open,4380,4622.459961,5.535615548,Safe
INDOFLOODS-gauge-407,18.03,19.03,Erinjipuzha,12.4792,75.1472,Payaswani,West Flowing Rivers From Tadri to Kanyakumari,Kerala,25-06-1985,27-05-2020,12471,12203,Open,957,903.4658203,5.593958171,Safe
INDOFLOODS-gauge-896,341,342,Thengumarahada,11.5728,76.9192,Cauvery/Bhavani/,Cauvery,Tamil Nadu,01-06-1979,27-05-2020,14883,14439,Open,1370,1321.067505,3.571714964,Safe
INDOFLOODS-gauge-917,281,282,K. agraharam,16.2592,77.8411,Krishna,Krishna,Telangana,01-06-1981,28-02-2020,10070,9511,Open,132920,128209.9141,3.543549428,Safe
INDOFLOODS-gauge-506,203,204,Garrauli,24.6411,79.2833,Ganga/Yamuna/Betw/Dhasan,Ganga - Brahmaputra - Meghna/Barak,Madhya Pradesh,01-07-1982,31-05-2011,10555,10555,Restricted,840,1305.453735,55.41115893,Caution
INDOFLOODS-gauge-925,45.72,48.77,Bhadrachalam,17.6681,80.8772,Godavari,Godavari,Telangana,03-03-2006,27-05-2020,1682,1327,Open,280505,277813.9063,0.959374592,Safe
INDOFLOODS-gauge-833,1496.4,1496.8,Kukkalthurai,11.49,76.83,Bhavani,Cauvery,Tamil Nadu,15-06-2017,27-05-2020,656,134,Open,,73.23088074,,Caution
INDOFLOODS-gauge-926,425.5,426.6,Jewangi,17.2544,77.4628,Krishna/Bhima/ Kagna,Krishna,Telangana,24-11-1978,20-08-2019,8610,10058,Open,1920,1925.747437,0.299345677,Safe
INDOFLOODS-gauge-415,10.85,11.85,Kuniyil,11.2394,76.0233,Chaliyar,West Flowing Rivers From Tadri to Kanyakumari,Kerala,04-01-1979,27-05-2020,14356,13870,Open,1876,1997.918213,6.498838646,Safe
INDOFLOODS-gauge-684,563.41,567.04,Karad,17.2944,74.1903,Krishna,Krishna,Maharashtra,01-06-1965,27-05-2020,19776,19544,Open,5462,5337.689941,2.275907342,Safe
INDOFLOODS-gauge-430,7.1,8.1,Arangali,10.2814,76.3153,Periyar/Chalakudy,West Flowing Rivers From Tadri to Kanyakumari,Kerala,27-04-1978,14-05-2020,14981,14627,Open,1342,1334.644775,0.548079359,Safe
INDOFLOODS-gauge-162,29,30,Silvassa,20.2703,72.9869,Damanganga,West flowing rivers from  Tapi to Tadri,Dadra and Nagar Haveli and Daman and Diu,01-01-2018,20-08-2019,422,0,Open,2122,2188.419678,3.130050801,Safe
INDOFLOODS-gauge-790,216,220,Mandawara,25.3853,76.1519,Ganga/Yamuna/ Chambal,Ganga - Brahmaputra - Meghna/Barak,Rajasthan,02-06-1981,31-05-2011,10945,10956,Restricted,29151,28369.94727,2.67933426,Safe
INDOFLOODS-gauge-303,383.5,384.5,paonta,30.4253,77.5919,Ganga/Yamuna,Ganga - Brahmaputra - Meghna/Barak,Himachal Pradesh,16-10-1978,29-02-2012,12151,12164,Restricted,10769,10798.81934,0.276899805,Safe
INDOFLOODS-gauge-411,8,9,Ramamangalam,9.845,76.4667,Muvattupuzha,West Flowing Rivers From Tadri to Kanyakumari,Kerala,25-04-1978,20-08-2019,14970,14756,Open,1208,1369.923584,13.4042702,Safe
INDOFLOODS-gauge-950,162.07,163.07,bareilly,28.2992,79.3667,Ganga/Ramganga,Ganga - Brahmaputra - Meghna,Uttar Pradesh,20-05-1970,31-10-2011,3629,3629,Restricted,18340,18535.52344,1.066103817,Safe
INDOFLOODS-gauge-1010,47.81,48.42,L.R.P. Crossing,26.46,89.86,sankosh,,West Bengal,01-06-2010,31-10-2020,1312,0,Open,,10008.26074,,Caution
INDOFLOODS-gauge-376,355.24,356.24,Huvinhedigi,16.4911,76.9231,Krishna,Krishna,Karnataka,01-02-1976,27-05-2020,15993,15556,Open,55150,53425.38672,3.127131967,Safe
INDOFLOODS-gauge-885,49.9,50.5,Irrukkankudi,9.3239,77.9903,Vaippar,East flowing rivers between Pennar Kanyakumari,Tamil Nadu,25-11-1989,24-05-2020,2860,10023,Open,3721,3872.849854,4.08088831,Safe
